"","id","clusters","tune","Freq","number_in_cluster","max_tune","prop","nclust"
"1564","A18","A","LHH",14,69,17,0.823529411764706,2
"1565","A19","A","LHH",0,27,18,0,7
"1566","A19","A","LHH",0,27,18,0,7
"1567","A19","A","LHH",0,27,18,0,7
"1568","A19","A","LHH",0,27,18,0,7
"1569","A19","A","LHH",0,27,18,0,7
"1570","A19","A","LHH",0,27,18,0,7
"1571","A19","A","LHH",0,27,18,0,7
"1572","A2","A","LHH",2,41,17,0.117647058823529,4
"1573","A2","A","LHH",2,41,17,0.117647058823529,4
"1574","A2","A","LHH",2,41,17,0.117647058823529,4
"1575","A2","A","LHH",2,41,17,0.117647058823529,4
"1576","A20","A","LHH",0,35,17,0,5
"1577","A20","A","LHH",0,35,17,0,5
"1578","A20","A","LHH",0,35,17,0,5
"1579","A20","A","LHH",0,35,17,0,5
"1580","A20","A","LHH",0,35,17,0,5
"1581","A21","A","LHH",14,108,18,0.777777777777778,2
"1582","A21","A","LHH",14,108,18,0.777777777777778,2
"1583","A22","A","LHH",17,76,17,1,2
"1584","A22","A","LHH",17,76,17,1,2
"1585","A23","A","LHH",0,35,18,0,5
"1586","A23","A","LHH",0,35,18,0,5
"1587","A23","A","LHH",0,35,18,0,5
"1588","A23","A","LHH",0,35,18,0,5
"1589","A23","A","LHH",0,35,18,0,5
"1590","A24","A","LHH",8,37,18,0.444444444444444,4
"1591","A24","A","LHH",8,37,18,0.444444444444444,4
"1592","A24","A","LHH",8,37,18,0.444444444444444,4
"1593","A24","A","LHH",8,37,18,0.444444444444444,4
"1594","A25","A","LHH",2,55,16,0.125,3
"1595","A25","A","LHH",2,55,16,0.125,3
"1596","A25","A","LHH",2,55,16,0.125,3
"1597","A26","A","LHH",16,80,17,0.941176470588235,2
"1598","A26","A","LHH",16,80,17,0.941176470588235,2
"1599","A27","A","LHH",4,82,17,0.235294117647059,2
"1600","A27","A","LHH",4,82,17,0.235294117647059,2
"1601","A28","A","LHH",0,35,18,0,5
"1602","A28","A","LHH",0,35,18,0,5
"1603","A28","A","LHH",0,35,18,0,5
"1604","A28","A","LHH",0,35,18,0,5
"1605","A28","A","LHH",0,35,18,0,5
"1606","A29","A","LHH",2,79,18,0.111111111111111,2
"1607","A29","A","LHH",2,79,18,0.111111111111111,2
"1608","A3","A","LHH",2,30,17,0.117647058823529,6
"1609","A3","A","LHH",2,30,17,0.117647058823529,6
"1610","A3","A","LHH",2,30,17,0.117647058823529,6
"1611","A3","A","LHH",2,30,17,0.117647058823529,6
"1612","A3","A","LHH",2,30,17,0.117647058823529,6
"1613","A3","A","LHH",2,30,17,0.117647058823529,6
"1614","A30","A","LHH",0,32,18,0,5
"1615","A30","A","LHH",0,32,18,0,5
"1616","A30","A","LHH",0,32,18,0,5
"1617","A30","A","LHH",0,32,18,0,5
"1618","A30","A","LHH",0,32,18,0,5
"1619","A4","A","LHH",0,64,16,0,2
"1620","A4","A","LHH",0,64,16,0,2
"1621","A5","A","LHH",6,66,17,0.352941176470588,2
"1622","A5","A","LHH",6,66,17,0.352941176470588,2
"1623","A6","A","LHH",1,34,14,0.0714285714285714,4
"1624","A6","A","LHH",1,34,14,0.0714285714285714,4
"1625","A6","A","LHH",1,34,14,0.0714285714285714,4
"1626","A6","A","LHH",1,34,14,0.0714285714285714,4
"1627","A7","A","LHH",13,65,14,0.928571428571429,2
"1628","A7","A","LHH",13,65,14,0.928571428571429,2
"1629","A8","A","LHH",3,43,18,0.166666666666667,4
"1630","A8","A","LHH",3,43,18,0.166666666666667,4
"1631","A8","A","LHH",3,43,18,0.166666666666667,4
"1632","A8","A","LHH",3,43,18,0.166666666666667,4
"1633","A9","A","LHH",2,80,16,0.125,2
"1634","A9","A","LHH",2,80,16,0.125,2
"1635","A1","B","LHH",4,43,17,0.235294117647059,4
"1636","A1","B","LHH",4,43,17,0.235294117647059,4
"1637","A1","B","LHH",4,43,17,0.235294117647059,4
"1638","A1","B","LHH",4,43,17,0.235294117647059,4
"1639","A10","B","LHH",17,53,17,1,2
"1640","A10","B","LHH",17,53,17,1,2
"1641","A11","B","LHH",0,31,13,0,2
"1642","A11","B","LHH",0,31,13,0,2
"1643","A12","B","LHH",0,42,17,0,3
"1644","A12","B","LHH",0,42,17,0,3
"1645","A12","B","LHH",0,42,17,0,3
"1646","A13","B","LHH",0,31,18,0,4
"1647","A13","B","LHH",0,31,18,0,4
"1648","A13","B","LHH",0,31,18,0,4
"1649","A13","B","LHH",0,31,18,0,4
"1650","A14","B","LHH",16,63,17,0.941176470588235,2
"1651","A14","B","LHH",16,63,17,0.941176470588235,2
"1652","A15","B","LHH",17,67,18,0.944444444444444,2
"1653","A15","B","LHH",17,67,18,0.944444444444444,2
"1654","A16","B","LHH",12,46,13,0.923076923076923,2
"1655","A16","B","LHH",12,46,13,0.923076923076923,2
"1656","A17","B","LHH",10,31,15,0.666666666666667,5
"1657","A17","B","LHH",10,31,15,0.666666666666667,5
"1658","A17","B","LHH",10,31,15,0.666666666666667,5
"1659","A17","B","LHH",10,31,15,0.666666666666667,5
"1660","A17","B","LHH",10,31,15,0.666666666666667,5
"1661","A18","B","LHH",3,68,17,0.176470588235294,2
"1662","A18","B","LHH",3,68,17,0.176470588235294,2
"1663","A19","B","LHH",3,26,18,0.166666666666667,7
"1664","A19","B","LHH",3,26,18,0.166666666666667,7
"1665","A19","B","LHH",3,26,18,0.166666666666667,7
"1666","A19","B","LHH",3,26,18,0.166666666666667,7
"1667","A19","B","LHH",3,26,18,0.166666666666667,7
"1668","A19","B","LHH",3,26,18,0.166666666666667,7
"1669","A19","B","LHH",3,26,18,0.166666666666667,7
"1670","A2","B","LHH",14,31,17,0.823529411764706,4
"1671","A2","B","LHH",14,31,17,0.823529411764706,4
"1672","A2","B","LHH",14,31,17,0.823529411764706,4
"1673","A2","B","LHH",14,31,17,0.823529411764706,4
"1674","A20","B","LHH",4,34,17,0.235294117647059,5
"1675","A20","B","LHH",4,34,17,0.235294117647059,5
"1676","A20","B","LHH",4,34,17,0.235294117647059,5
"1677","A20","B","LHH",4,34,17,0.235294117647059,5
"1678","A20","B","LHH",4,34,17,0.235294117647059,5
"1679","A21","B","LHH",4,34,18,0.222222222222222,2
"1680","A21","B","LHH",4,34,18,0.222222222222222,2
"1681","A22","B","LHH",0,64,17,0,2
"1682","A22","B","LHH",0,64,17,0,2
"1683","A23","B","LHH",16,32,18,0.888888888888889,5
"1684","A23","B","LHH",16,32,18,0.888888888888889,5
"1685","A23","B","LHH",16,32,18,0.888888888888889,5
"1686","A23","B","LHH",16,32,18,0.888888888888889,5
"1687","A23","B","LHH",16,32,18,0.888888888888889,5
"1688","A24","B","LHH",9,36,18,0.5,4
"1689","A24","B","LHH",9,36,18,0.5,4
"1690","A24","B","LHH",9,36,18,0.5,4
"1691","A24","B","LHH",9,36,18,0.5,4
"1692","A25","B","LHH",14,52,16,0.875,3
"1693","A25","B","LHH",14,52,16,0.875,3
"1694","A25","B","LHH",14,52,16,0.875,3
"1695","A26","B","LHH",1,35,17,0.0588235294117647,2
"1696","A26","B","LHH",1,35,17,0.0588235294117647,2
"1697","A27","B","LHH",13,46,17,0.764705882352941,2
"1698","A27","B","LHH",13,46,17,0.764705882352941,2
"1699","A28","B","LHH",0,32,18,0,5
"1700","A28","B","LHH",0,32,18,0,5
"1701","A28","B","LHH",0,32,18,0,5
"1702","A28","B","LHH",0,32,18,0,5
"1703","A28","B","LHH",0,32,18,0,5
"1704","A29","B","LHH",16,54,18,0.888888888888889,2
"1705","A29","B","LHH",16,54,18,0.888888888888889,2
"1706","A3","B","LHH",0,25,17,0,6
"1707","A3","B","LHH",0,25,17,0,6
"1708","A3","B","LHH",0,25,17,0,6
"1709","A3","B","LHH",0,25,17,0,6
"1710","A3","B","LHH",0,25,17,0,6
"1711","A3","B","LHH",0,25,17,0,6
"1712","A30","B","LHH",14,29,18,0.777777777777778,5
"1713","A30","B","LHH",14,29,18,0.777777777777778,5
"1714","A30","B","LHH",14,29,18,0.777777777777778,5
"1715","A30","B","LHH",14,29,18,0.777777777777778,5
"1716","A30","B","LHH",14,29,18,0.777777777777778,5
"1717","A4","B","LHH",16,55,16,1,2
"1718","A4","B","LHH",16,55,16,1,2
"1719","A5","B","LHH",11,42,17,0.647058823529412,2
"1720","A5","B","LHH",11,42,17,0.647058823529412,2
"1721","A6","B","LHH",9,34,14,0.642857142857143,4
"1722","A6","B","LHH",9,34,14,0.642857142857143,4
"1723","A6","B","LHH",9,34,14,0.642857142857143,4
"1724","A6","B","LHH",9,34,14,0.642857142857143,4
"1725","A7","B","LHH",1,42,14,0.0714285714285714,2
"1726","A7","B","LHH",1,42,14,0.0714285714285714,2
"1727","A8","B","LHH",1,32,18,0.0555555555555556,4
"1728","A8","B","LHH",1,32,18,0.0555555555555556,4
"1729","A8","B","LHH",1,32,18,0.0555555555555556,4
"1730","A8","B","LHH",1,32,18,0.0555555555555556,4
"1731","A9","B","LHH",14,49,16,0.875,2
"1732","A9","B","LHH",14,49,16,0.875,2
"1733","A1","C","LHH",1,30,17,0.0588235294117647,4
"1734","A1","C","LHH",1,30,17,0.0588235294117647,4
"1735","A1","C","LHH",1,30,17,0.0588235294117647,4
"1736","A1","C","LHH",1,30,17,0.0588235294117647,4
"1737","A12","C","LHH",3,34,17,0.176470588235294,3
"1738","A12","C","LHH",3,34,17,0.176470588235294,3
"1739","A12","C","LHH",3,34,17,0.176470588235294,3
"1740","A13","C","LHH",0,26,18,0,4
"1741","A13","C","LHH",0,26,18,0,4
"1742","A13","C","LHH",0,26,18,0,4
"1743","A13","C","LHH",0,26,18,0,4
"1744","A17","C","LHH",0,30,15,0,5
"1745","A17","C","LHH",0,30,15,0,5
"1746","A17","C","LHH",0,30,15,0,5
"1747","A17","C","LHH",0,30,15,0,5
"1748","A17","C","LHH",0,30,15,0,5
"1749","A19","C","LHH",10,19,18,0.555555555555556,7
"1750","A19","C","LHH",10,19,18,0.555555555555556,7
"1751","A19","C","LHH",10,19,18,0.555555555555556,7
"1752","A19","C","LHH",10,19,18,0.555555555555556,7
"1753","A19","C","LHH",10,19,18,0.555555555555556,7
"1754","A19","C","LHH",10,19,18,0.555555555555556,7
"1755","A19","C","LHH",10,19,18,0.555555555555556,7
"1756","A2","C","LHH",1,21,17,0.0588235294117647,4
"1757","A2","C","LHH",1,21,17,0.0588235294117647,4
"1758","A2","C","LHH",1,21,17,0.0588235294117647,4
"1759","A2","C","LHH",1,21,17,0.0588235294117647,4
"1760","A20","C","LHH",0,31,17,0,5
"1761","A20","C","LHH",0,31,17,0,5
"1762","A20","C","LHH",0,31,17,0,5
"1763","A20","C","LHH",0,31,17,0,5
"1764","A20","C","LHH",0,31,17,0,5
"1765","A23","C","LHH",1,29,18,0.0555555555555556,5
"1766","A23","C","LHH",1,29,18,0.0555555555555556,5
"1767","A23","C","LHH",1,29,18,0.0555555555555556,5
"1768","A23","C","LHH",1,29,18,0.0555555555555556,5
"1769","A23","C","LHH",1,29,18,0.0555555555555556,5
"1770","A24","C","LHH",1,34,18,0.0555555555555556,4
"1771","A24","C","LHH",1,34,18,0.0555555555555556,4
"1772","A24","C","LHH",1,34,18,0.0555555555555556,4
"1773","A24","C","LHH",1,34,18,0.0555555555555556,4
"1774","A25","C","LHH",0,25,16,0,3
"1775","A25","C","LHH",0,25,16,0,3
"1776","A25","C","LHH",0,25,16,0,3
"1777","A28","C","LHH",0,31,18,0,5
"1778","A28","C","LHH",0,31,18,0,5
"1779","A28","C","LHH",0,31,18,0,5
"1780","A28","C","LHH",0,31,18,0,5
"1781","A28","C","LHH",0,31,18,0,5
"1782","A3","C","LHH",14,19,17,0.823529411764706,6
"1783","A3","C","LHH",14,19,17,0.823529411764706,6
"1784","A3","C","LHH",14,19,17,0.823529411764706,6
"1785","A3","C","LHH",14,19,17,0.823529411764706,6
"1786","A3","C","LHH",14,19,17,0.823529411764706,6
"1787","A3","C","LHH",14,19,17,0.823529411764706,6
"1788","A30","C","LHH",0,29,18,0,5
"1789","A30","C","LHH",0,29,18,0,5
"1790","A30","C","LHH",0,29,18,0,5
"1791","A30","C","LHH",0,29,18,0,5
"1792","A30","C","LHH",0,29,18,0,5
"1793","A6","C","LHH",4,19,14,0.285714285714286,4
"1794","A6","C","LHH",4,19,14,0.285714285714286,4
"1795","A6","C","LHH",4,19,14,0.285714285714286,4
"1796","A6","C","LHH",4,19,14,0.285714285714286,4
"1797","A8","C","LHH",0,31,18,0,4
"1798","A8","C","LHH",0,31,18,0,4
"1799","A8","C","LHH",0,31,18,0,4
"1800","A8","C","LHH",0,31,18,0,4
"1801","A1","D","LHH",0,18,17,0,4
"1802","A1","D","LHH",0,18,17,0,4
"1803","A1","D","LHH",0,18,17,0,4
"1804","A1","D","LHH",0,18,17,0,4
"1805","A13","D","LHH",14,23,18,0.777777777777778,4
"1806","A13","D","LHH",14,23,18,0.777777777777778,4
"1807","A13","D","LHH",14,23,18,0.777777777777778,4
"1808","A13","D","LHH",14,23,18,0.777777777777778,4
"1809","A17","D","LHH",0,17,15,0,5
"1810","A17","D","LHH",0,17,15,0,5
"1811","A17","D","LHH",0,17,15,0,5
"1812","A17","D","LHH",0,17,15,0,5
"1813","A17","D","LHH",0,17,15,0,5
"1814","A19","D","LHH",0,19,18,0,7
"1815","A19","D","LHH",0,19,18,0,7
"1816","A19","D","LHH",0,19,18,0,7
"1817","A19","D","LHH",0,19,18,0,7
"1818","A19","D","LHH",0,19,18,0,7
"1819","A19","D","LHH",0,19,18,0,7
"1820","A19","D","LHH",0,19,18,0,7
"1821","A2","D","LHH",0,6,17,0,4
"1822","A2","D","LHH",0,6,17,0,4
"1823","A2","D","LHH",0,6,17,0,4
"1824","A2","D","LHH",0,6,17,0,4
"1825","A20","D","LHH",0,15,17,0,5
"1826","A20","D","LHH",0,15,17,0,5
"1827","A20","D","LHH",0,15,17,0,5
"1828","A20","D","LHH",0,15,17,0,5
"1829","A20","D","LHH",0,15,17,0,5
"1830","A23","D","LHH",1,28,18,0.0555555555555556,5
"1831","A23","D","LHH",1,28,18,0.0555555555555556,5
"1832","A23","D","LHH",1,28,18,0.0555555555555556,5
"1833","A23","D","LHH",1,28,18,0.0555555555555556,5
"1834","A23","D","LHH",1,28,18,0.0555555555555556,5
"1835","A24","D","LHH",0,31,18,0,4
"1836","A24","D","LHH",0,31,18,0,4
"1837","A24","D","LHH",0,31,18,0,4
"1838","A24","D","LHH",0,31,18,0,4
"1839","A28","D","LHH",3,27,18,0.166666666666667,5
"1840","A28","D","LHH",3,27,18,0.166666666666667,5
"1841","A28","D","LHH",3,27,18,0.166666666666667,5
"1842","A28","D","LHH",3,27,18,0.166666666666667,5
"1843","A28","D","LHH",3,27,18,0.166666666666667,5
"1844","A3","D","LHH",0,19,17,0,6
"1845","A3","D","LHH",0,19,17,0,6
"1846","A3","D","LHH",0,19,17,0,6
"1847","A3","D","LHH",0,19,17,0,6
"1848","A3","D","LHH",0,19,17,0,6
"1849","A3","D","LHH",0,19,17,0,6
"1850","A30","D","LHH",4,29,18,0.222222222222222,5
"1851","A30","D","LHH",4,29,18,0.222222222222222,5
"1852","A30","D","LHH",4,29,18,0.222222222222222,5
"1853","A30","D","LHH",4,29,18,0.222222222222222,5
"1854","A30","D","LHH",4,29,18,0.222222222222222,5
"1855","A6","D","LHH",0,19,14,0,4
"1856","A6","D","LHH",0,19,14,0,4
"1857","A6","D","LHH",0,19,14,0,4
"1858","A6","D","LHH",0,19,14,0,4
"1859","A8","D","LHH",14,23,18,0.777777777777778,4
"1860","A8","D","LHH",14,23,18,0.777777777777778,4
"1861","A8","D","LHH",14,23,18,0.777777777777778,4
"1862","A8","D","LHH",14,23,18,0.777777777777778,4
"1863","A17","E","LHH",0,16,15,0,5
"1864","A17","E","LHH",0,16,15,0,5
"1865","A17","E","LHH",0,16,15,0,5
"1866","A17","E","LHH",0,16,15,0,5
"1867","A17","E","LHH",0,16,15,0,5
"1868","A19","E","LHH",5,18,18,0.277777777777778,7
"1869","A19","E","LHH",5,18,18,0.277777777777778,7
"1870","A19","E","LHH",5,18,18,0.277777777777778,7
"1871","A19","E","LHH",5,18,18,0.277777777777778,7
"1872","A19","E","LHH",5,18,18,0.277777777777778,7
"1873","A19","E","LHH",5,18,18,0.277777777777778,7
"1874","A19","E","LHH",5,18,18,0.277777777777778,7
"1875","A20","E","LHH",13,14,17,0.764705882352941,5
"1876","A20","E","LHH",13,14,17,0.764705882352941,5
"1877","A20","E","LHH",13,14,17,0.764705882352941,5
"1878","A20","E","LHH",13,14,17,0.764705882352941,5
"1879","A20","E","LHH",13,14,17,0.764705882352941,5
"1880","A23","E","LHH",0,18,18,0,5
"1881","A23","E","LHH",0,18,18,0,5
"1882","A23","E","LHH",0,18,18,0,5
"1883","A23","E","LHH",0,18,18,0,5
"1884","A23","E","LHH",0,18,18,0,5
"1885","A28","E","LHH",15,17,18,0.833333333333333,5
"1886","A28","E","LHH",15,17,18,0.833333333333333,5
"1887","A28","E","LHH",15,17,18,0.833333333333333,5
"1888","A28","E","LHH",15,17,18,0.833333333333333,5
"1889","A28","E","LHH",15,17,18,0.833333333333333,5
"1890","A3","E","LHH",1,15,17,0.0588235294117647,6
"1891","A3","E","LHH",1,15,17,0.0588235294117647,6
"1892","A3","E","LHH",1,15,17,0.0588235294117647,6
"1893","A3","E","LHH",1,15,17,0.0588235294117647,6
"1894","A3","E","LHH",1,15,17,0.0588235294117647,6
"1895","A3","E","LHH",1,15,17,0.0588235294117647,6
"1896","A30","E","LHH",0,21,18,0,5
"1897","A30","E","LHH",0,21,18,0,5
"1898","A30","E","LHH",0,21,18,0,5
"1899","A30","E","LHH",0,21,18,0,5
"1900","A30","E","LHH",0,21,18,0,5
"1901","A19","F","LHH",0,17,18,0,7
"1902","A19","F","LHH",0,17,18,0,7
"1903","A19","F","LHH",0,17,18,0,7
"1904","A19","F","LHH",0,17,18,0,7
"1905","A19","F","LHH",0,17,18,0,7
"1906","A19","F","LHH",0,17,18,0,7
"1907","A19","F","LHH",0,17,18,0,7
"1908","A3","F","LHH",0,13,17,0,6
"1909","A3","F","LHH",0,13,17,0,6
"1910","A3","F","LHH",0,13,17,0,6
"1911","A3","F","LHH",0,13,17,0,6
"1912","A3","F","LHH",0,13,17,0,6
"1913","A3","F","LHH",0,13,17,0,6
"1914","A19","G","LHH",0,10,18,0,7
"1915","A19","G","LHH",0,10,18,0,7
"1916","A19","G","LHH",0,10,18,0,7
"1917","A19","G","LHH",0,10,18,0,7
"1918","A19","G","LHH",0,10,18,0,7
"1919","A19","G","LHH",0,10,18,0,7
"1920","A19","G","LHH",0,10,18,0,7
"1921","A1","A","LHL",6,48,18,0.333333333333333,4
"1922","A1","A","LHL",6,48,18,0.333333333333333,4
"1923","A1","A","LHL",6,48,18,0.333333333333333,4
"1924","A1","A","LHL",6,48,18,0.333333333333333,4
"1925","A10","A","LHL",13,72,14,0.928571428571429,2
"1926","A10","A","LHL",13,72,14,0.928571428571429,2
"1927","A11","A","LHL",2,43,7,0.285714285714286,2
"1928","A11","A","LHL",2,43,7,0.285714285714286,2
"1929","A12","A","LHL",11,47,17,0.647058823529412,3
"1930","A12","A","LHL",11,47,17,0.647058823529412,3
"1931","A12","A","LHL",11,47,17,0.647058823529412,3
"1932","A13","A","LHL",18,57,18,1,4
"1933","A13","A","LHL",18,57,18,1,4
"1934","A13","A","LHL",18,57,18,1,4
"1935","A13","A","LHL",18,57,18,1,4
"1936","A14","A","LHL",14,70,17,0.823529411764706,2
"1937","A14","A","LHL",14,70,17,0.823529411764706,2
"1938","A15","A","LHL",14,68,18,0.777777777777778,2
"1939","A15","A","LHL",14,68,18,0.777777777777778,2
"1940","A16","A","LHL",16,80,16,1,2
"1941","A16","A","LHL",16,80,16,1,2
"1942","A17","A","LHL",18,39,18,1,5
"1943","A17","A","LHL",18,39,18,1,5
"1944","A17","A","LHL",18,39,18,1,5
"1945","A17","A","LHL",18,39,18,1,5
"1946","A17","A","LHL",18,39,18,1,5
"1947","A18","A","LHL",14,69,18,0.777777777777778,2
"1948","A18","A","LHL",14,69,18,0.777777777777778,2
"1949","A19","A","LHL",0,27,17,0,7
"1950","A19","A","LHL",0,27,17,0,7
"1951","A19","A","LHL",0,27,17,0,7
"1952","A19","A","LHL",0,27,17,0,7
"1953","A19","A","LHL",0,27,17,0,7
"1954","A19","A","LHL",0,27,17,0,7
"1955","A19","A","LHL",0,27,17,0,7
"1956","A2","A","LHL",14,41,15,0.933333333333333,4
"1957","A2","A","LHL",14,41,15,0.933333333333333,4
"1958","A2","A","LHL",14,41,15,0.933333333333333,4
"1959","A2","A","LHL",14,41,15,0.933333333333333,4
"1960","A20","A","LHL",0,35,15,0,5
"1961","A20","A","LHL",0,35,15,0,5
"1962","A20","A","LHL",0,35,15,0,5
"1963","A20","A","LHL",0,35,15,0,5
"1964","A20","A","LHL",0,35,15,0,5
"1965","A21","A","LHL",17,108,17,1,2
"1966","A21","A","LHL",17,108,17,1,2
"1967","A22","A","LHL",12,76,16,0.75,2
"1968","A22","A","LHL",12,76,16,0.75,2
"1969","A23","A","LHL",0,35,18,0,5
"1970","A23","A","LHL",0,35,18,0,5
"1971","A23","A","LHL",0,35,18,0,5
"1972","A23","A","LHL",0,35,18,0,5
"1973","A23","A","LHL",0,35,18,0,5
"1974","A24","A","LHL",11,37,18,0.611111111111111,4
"1975","A24","A","LHL",11,37,18,0.611111111111111,4
"1976","A24","A","LHL",11,37,18,0.611111111111111,4
"1977","A24","A","LHL",11,37,18,0.611111111111111,4
"1978","A25","A","LHL",18,55,18,1,3
"1979","A25","A","LHL",18,55,18,1,3
"1980","A25","A","LHL",18,55,18,1,3
"1981","A26","A","LHL",15,80,15,1,2
"1982","A26","A","LHL",15,80,15,1,2
"1983","A27","A","LHL",16,82,17,0.941176470588235,2
"1984","A27","A","LHL",16,82,17,0.941176470588235,2
"1985","A28","A","LHL",14,35,18,0.777777777777778,5
"1986","A28","A","LHL",14,35,18,0.777777777777778,5
"1987","A28","A","LHL",14,35,18,0.777777777777778,5
"1988","A28","A","LHL",14,35,18,0.777777777777778,5
"1989","A28","A","LHL",14,35,18,0.777777777777778,5
"1990","A29","A","LHL",18,79,18,1,2
"1991","A29","A","LHL",18,79,18,1,2
"1992","A3","A","LHL",16,30,17,0.941176470588235,6
"1993","A3","A","LHL",16,30,17,0.941176470588235,6
"1994","A3","A","LHL",16,30,17,0.941176470588235,6
"1995","A3","A","LHL",16,30,17,0.941176470588235,6
"1996","A3","A","LHL",16,30,17,0.941176470588235,6
"1997","A3","A","LHL",16,30,17,0.941176470588235,6
"1998","A30","A","LHL",1,32,18,0.0555555555555556,5
"1999","A30","A","LHL",1,32,18,0.0555555555555556,5
"2000","A30","A","LHL",1,32,18,0.0555555555555556,5
"2001","A30","A","LHL",1,32,18,0.0555555555555556,5
"2002","A30","A","LHL",1,32,18,0.0555555555555556,5
"2003","A4","A","LHL",13,64,14,0.928571428571429,2
"2004","A4","A","LHL",13,64,14,0.928571428571429,2
"2005","A5","A","LHL",15,66,15,1,2
"2006","A5","A","LHL",15,66,15,1,2
"2007","A6","A","LHL",11,34,15,0.733333333333333,4
"2008","A6","A","LHL",11,34,15,0.733333333333333,4
"2009","A6","A","LHL",11,34,15,0.733333333333333,4
"2010","A6","A","LHL",11,34,15,0.733333333333333,4
"2011","A7","A","LHL",13,65,16,0.8125,2
"2012","A7","A","LHL",13,65,16,0.8125,2
"2013","A8","A","LHL",17,43,17,1,4
"2014","A8","A","LHL",17,43,17,1,4
"2015","A8","A","LHL",17,43,17,1,4
"2016","A8","A","LHL",17,43,17,1,4
"2017","A9","A","LHL",16,80,17,0.941176470588235,2
"2018","A9","A","LHL",16,80,17,0.941176470588235,2
"2019","A1","B","LHL",12,43,18,0.666666666666667,4
"2020","A1","B","LHL",12,43,18,0.666666666666667,4
"2021","A1","B","LHL",12,43,18,0.666666666666667,4
"2022","A1","B","LHL",12,43,18,0.666666666666667,4
"2023","A10","B","LHL",1,53,14,0.0714285714285714,2
"2024","A10","B","LHL",1,53,14,0.0714285714285714,2
"2025","A11","B","LHL",5,31,7,0.714285714285714,2
"2026","A11","B","LHL",5,31,7,0.714285714285714,2
"2027","A12","B","LHL",4,42,17,0.235294117647059,3
"2028","A12","B","LHL",4,42,17,0.235294117647059,3
"2029","A12","B","LHL",4,42,17,0.235294117647059,3
"2030","A13","B","LHL",0,31,18,0,4
"2031","A13","B","LHL",0,31,18,0,4
"2032","A13","B","LHL",0,31,18,0,4
"2033","A13","B","LHL",0,31,18,0,4
"2034","A14","B","LHL",3,63,17,0.176470588235294,2
"2035","A14","B","LHL",3,63,17,0.176470588235294,2
"2036","A15","B","LHL",4,67,18,0.222222222222222,2
"2037","A15","B","LHL",4,67,18,0.222222222222222,2
"2038","A16","B","LHL",0,46,16,0,2
"2039","A16","B","LHL",0,46,16,0,2
"2040","A17","B","LHL",0,31,18,0,5
"2041","A17","B","LHL",0,31,18,0,5
"2042","A17","B","LHL",0,31,18,0,5
"2043","A17","B","LHL",0,31,18,0,5
"2044","A17","B","LHL",0,31,18,0,5
"2045","A18","B","LHL",4,68,18,0.222222222222222,2
"2046","A18","B","LHL",4,68,18,0.222222222222222,2
"2047","A19","B","LHL",13,26,17,0.764705882352941,7
"2048","A19","B","LHL",13,26,17,0.764705882352941,7
"2049","A19","B","LHL",13,26,17,0.764705882352941,7
"2050","A19","B","LHL",13,26,17,0.764705882352941,7
"2051","A19","B","LHL",13,26,17,0.764705882352941,7
"2052","A19","B","LHL",13,26,17,0.764705882352941,7
"2053","A19","B","LHL",13,26,17,0.764705882352941,7
"2054","A2","B","LHL",1,31,15,0.0666666666666667,4
"2055","A2","B","LHL",1,31,15,0.0666666666666667,4
"2056","A2","B","LHL",1,31,15,0.0666666666666667,4
"2057","A2","B","LHL",1,31,15,0.0666666666666667,4
"2058","A20","B","LHL",15,34,15,1,5
"2059","A20","B","LHL",15,34,15,1,5
"2060","A20","B","LHL",15,34,15,1,5
"2061","A20","B","LHL",15,34,15,1,5
"2062","A20","B","LHL",15,34,15,1,5
"2063","A21","B","LHL",0,34,17,0,2
"2064","A21","B","LHL",0,34,17,0,2
"2065","A22","B","LHL",4,64,16,0.25,2
"2066","A22","B","LHL",4,64,16,0.25,2
"2067","A23","B","LHL",0,32,18,0,5
"2068","A23","B","LHL",0,32,18,0,5
"2069","A23","B","LHL",0,32,18,0,5
"2070","A23","B","LHL",0,32,18,0,5
"2071","A23","B","LHL",0,32,18,0,5
"2072","A24","B","LHL",0,36,18,0,4
"2073","A24","B","LHL",0,36,18,0,4
"2074","A24","B","LHL",0,36,18,0,4
"2075","A24","B","LHL",0,36,18,0,4
"2076","A25","B","LHL",0,52,18,0,3
"2077","A25","B","LHL",0,52,18,0,3
"2078","A25","B","LHL",0,52,18,0,3
"2079","A26","B","LHL",0,35,15,0,2
"2080","A26","B","LHL",0,35,15,0,2
"2081","A27","B","LHL",1,46,17,0.0588235294117647,2
"2082","A27","B","LHL",1,46,17,0.0588235294117647,2
"2083","A28","B","LHL",0,32,18,0,5
"2084","A28","B","LHL",0,32,18,0,5
"2085","A28","B","LHL",0,32,18,0,5
"2086","A28","B","LHL",0,32,18,0,5
"2087","A28","B","LHL",0,32,18,0,5
"2088","A29","B","LHL",0,54,18,0,2
"2089","A29","B","LHL",0,54,18,0,2
"2090","A3","B","LHL",0,25,17,0,6
"2091","A3","B","LHL",0,25,17,0,6
"2092","A3","B","LHL",0,25,17,0,6
"2093","A3","B","LHL",0,25,17,0,6
"2094","A3","B","LHL",0,25,17,0,6
"2095","A3","B","LHL",0,25,17,0,6
"2096","A30","B","LHL",6,29,18,0.333333333333333,5
"2097","A30","B","LHL",6,29,18,0.333333333333333,5
